id,name
267,Ganglere
268,Gar
269,Gara
270,Garth
271,Gate
272,Gefjun
273,Geirrod
274,Gerd
275,Geryon
276,Ghosts
277,Giant
278,Giants
279,Gibraltar
280,Gift
281,Gifts
282,Ginungagap
283,Gisl
284,Gjalp
285,Gjuke
286,Glad
287,Gladness
288,Glapsvid
289,Glaser
290,Gler
291,Gobhaun
292,Gobniu
293,God
294,Goddess
295,Godheim
296,Gods
297,Gold
298,Golden
299,Gondler
300,Gorgon
301,Gorgons
302,Grane
303,Grass
304,Great
305,Greece
306,Greek
307,Greeks
308,Greip
309,Grim
310,Grimner
311,Ground
312,Gudrun
313,Gunnar
314,Guthorm
315,Gylfe
316,Gyller
317,Had
318,Hades
319,Hair
320,Half
321,Hall
322,Halter
323,Hamder
324,Hammer
325,Hand
326,Hands
327,Har
328,Harbard
329,Hard
330,Harp
331,Haughty
332,Head
333,Heads
334,Healing
335,Heart
336,Heaven
337,Heavens
338,Hecate
339,Hedin
340,Heimdal
341,Heimskringla
342,Hektor
343,Hel
344,Helblinde
345,Helle
346,Help
347,Hence
348,Hera
349,Heracles
350,Herikon
351,Herjan
352,Hermes
353,Hermod
354,Hero
355,Heroes
356,Herteit
357,High
358,Hild
359,Hill
360,Hills
361,Himinbjorg
362,Hippolyte
363,Hippomenes
364,History
365,Hler
366,Hnikar
367,Hnikud
368,Hogne
369,Holy
370,Home
371,Honer
372,Honor
373,Horse
374,Horses
375,Host
376,Hound
377,Hours
378,House
379,Hreidmar
380,Hrimgerd
381,Hrolf
382,Hrungner
383,Husband
384,Hvergelmer
385,Hyacinthus
386,Hydra
387,Hymer
388,Icarus
389,Idun
390,Ildana
391,Ildathach
392,Increase
393,Ing
394,Ingcel
395,Inisfail
396,Ino
397,Iphicles
398,Ireland
399,Iris
400,Island
401,Jafnhar
402,Jalk
403,Jason
404,Jaws
405,Jord
406,Jormunrek
407,Jotunheim
408,Journey
409,Jupiter
410,Justice
411,Kare
412,Kemoc
413,King
414,Kingdom
415,Kings
416,Kinsfolk
417,Knowledge
418,Krake
419,Labor
420,Labors
421,Lake
422,Lakes
423,Lamp
424,Land
425,Lauve
426,Lay
427,Le-fri-flaith
428,Leto
429,Library
430,Life
431,Liffey
432,Light
433,Lights
434,Lion
435,Lir
436,Loch
437,Loge
438,Loke
439,Lolaus
440,Lomna
441,Lords
442,Lough
443,Love
444,Luck-child
445,Lugh
446,Lugh.
447,Luimnigh
448,Lycia
449,Lyre
450,Mac
451,Magne
452,Maia
453,Maiden
454,Makes
455,Malar
456,Man
457,Mananaun
458,Mantle
459,Mathgen
460,Mead
461,Meadow
462,Medea
463,Medusa
464,Meleager
465,Men
466,Messenger
467,Metaneira
468,Midas
469,Midgard
470,Midkena
471,Midyir
472,Mighty
473,Milesians
474,Mill
475,Mimer
476,Minos
477,Minotaur
478,Mithridates
479,Mjolner
480,Monster
481,Month
482,Months
483,Mor
484,Morning
485,Mother
486,Mountain
487,Mountains
488,Moy
489,Moyle
490,Murloch
491,Music
492,Muspelheim
493,Mycenae
494,Mythology
495,Myths
496,Name
497,Names
498,Narcissus
499,Narfe
500,Nay
501,Nephele
502,Nereus
503,Nidhug
504,Niflheim
505,Night
506,Nile
507,Ninus
508,Niobe
509,Njord
510,Noatun
511,None
512,Nordischen
513,Norns
514,Norse
515,North
516,Norway
517,Nothing
518,Nuada
519,Nuada.
520,Oath
521,Ocean
522,Ochone
523,Odin
524,Ogma
525,Olympus
526,Ome
527,One
528,Ones
529,Orpheus
530,Oske
531,Osric
532,Others
533,Palace
534,Pale
535,Pan
536,Pandora
537,Part
538,Peace
539,Pegasus
540,Pelias
541,People
542,Persephone
543,Perseus
544,Person
545,Phaethon
546,Phoebus
547,Phrixus
548,Pillars
549,Pine
550,Pit
551,Pity
552,Place
553,Plain
554,Plenty
555,Polydectes
556,Pompey
557,Pooka
558,Poseidon
559,Pot
560,Power
561,Powers
562,Priamos
563,Price
564,Princess
565,Procrustes
566,Proitos
567,Prometheus
568,Prophecy
569,Protector
570,Psyche
571,Pygmalion
572,Pyramus
573,Pyrrha
574,Queen
575,Race
576,Ragnarok
577,Raid
578,Reagh
579,Refuge
580,Regain
581,Regin
582,Revenge
583,Richmond
584,Riders
585,Ring
586,River
587,Road
588,Rock
589,Rode
590,Rogain
591,Rolf
592,Roman
593,Romans
594,Romulus
595,Round
596,Rury
597,Sad
598,Said
599,Saint
600,Salmon
601,Sandals
602,Saor
603,Saturn
604,Saxland
605,Sea
606,Sea-hounds
607,Seat
608,Seeland
609,Serpent
610,Seven
611,Shadow
612,Shakspeare
613,Shannon
614,Ship
615,Ships
616,Shortening
617,Side
618,Sidhot
619,Sidskeg
620,Sif
621,Sigfather
622,Sigmund
623,Sigtun
624,Sigurd
625,Silenus
626,Silver
627,Siner
628,Singing
629,Sinis
630,Sisters
631,Skade
632,Skeidbrimer
633,Skidbladner
634,Skin
635,Skirner
636,Skjold
637,Skogul
638,Skrymer
639,Skuld
640,Sky
641,Sleet
642,Sleipner
643,Slieve
644,Smith
645,Something
646,Son
647,Sons
648,Sorle
649,Sorrow
650,South
651,Spain
652,Spear
653,Spell
654,Splendour
655,Spring
656,Sshh
657,Stables
658,Stars
659,Stone
660,Stood
661,Stories
662,Story
663,Stream
664,Strength
665,Strike
666,Styx
667,Sun
668,Surt
669,Suttung
670,Svafner
671,Svidur
672,Svipal
673,Svithjod
674,Swans
675,Sweden
676,Swedes
677,Swift
678,Sword
679,Tamer
680,Tara
681,Task
682,Tears
683,Teigue
684,Thebes
685,Thee
686,Thereupon
687,Theseus
688,Thing
689,Things
690,Thisbe
691,Thjalfe
692,Thjasse
693,Thok
694,Thor
695,Thoth
696,Thou
697,Thride
698,Throne
699,Thrudvang
700,Thud
701,Thund
702,Till
703,Time
704,Tir-nan-oge
705,Tmolus
706,Tomb
707,Trees
708,Tribute
709,Trickery
710,Trident
711,Troezen
712,Trouble
713,Troy
714,Truth
715,Tuatha
716,Turann
717,Turkland
718,Turnip
719,Twelve
720,Tyr
721,Uaran
722,Uller
723,Uncles
724,Underworld
725,University
726,Upsala
727,Urcar
728,Urd
729,Vala
730,Vale
731,Valhal
732,Valley
733,Vanaland
734,Victory
735,Vidar
736,Virgil
737,Vog
738,Voice
739,Von
740,Vulture
741,Waist
742,Wake
743,Was
744,Water
745,Wave
746,Waves
747,Way
748,Weapons
749,Weight
750,Well
751,West
752,White
753,Who
754,Wife
755,Wind
756,Wine
757,Wings
758,Witch_
759,Witches
760,Woe
761,Wolf
762,Woman
763,Women
764,Wonder-tales
765,Woods
766,Word
767,Words
768,World
769,Worlds
770,Year
771,Years
772,Ygdrasil
773,Ymer
774,Yngve
775,Youth
776,Yrsa
777,Zeus
778,Æger
779,Æneas
